Fecha,Hora,T[°C],H[%]
19/10/2016,7:49:9,13.0,44.0
19/10/2016,7:49:15,13.0,44.0
19/10/2016,7:49:23,13.0,44.0
19/10/2016,7:49:29,13.0,43.8
19/10/2016,7:49:35,13.0,44.0
19/10/2016,7:49:41,13.0,44.0
19/10/2016,7:49:46,13.0,44.2
19/10/2016,7:49:52,13.0,44.2
19/10/2016,7:50:3,13.0,44.2
19/10/2016,7:50:9,13.0,44.2
19/10/2016,7:50:14,13.0,44.0
19/10/2016,7:50:23,13.2,43.8
19/10/2016,7:50:28,13.2,44.0
19/10/2016,7:50:34,13.2,44.0
19/10/2016,7:50:40,13.2,44.0
19/10/2016,7:50:48,13.2,44.4
19/10/2016,7:50:54,13.0,44.4
19/10/2016,7:51:0,13.0,44.2
19/10/2016,7:51:5,13.0,44.2
19/10/2016,7:51:11,13.0,44.2
19/10/2016,7:51:17,13.0,44.2
19/10/2016,7:51:23,13.2,44.0
19/10/2016,7:51:28,13.2,44.2
19/10/2016,7:51:34,13.2,44.2
19/10/2016,7:51:45,13.2,44.2
19/10/2016,7:51:53,13.2,44.0
19/10/2016,7:51:59,13.0,44.4
19/10/2016,7:52:5,13.0,44.2
19/10/2016,7:52:10,13.0,44.2
19/10/2016,7:52:16,13.2,44.2
19/10/2016,7:52:24,13.2,44.2
19/10/2016,7:52:35,13.2,44.2
19/10/2016,7:52:41,13.2,44.0
19/10/2016,7:52:49,13.2,44.0
19/10/2016,7:52:55,13.0,44.2
19/10/2016,7:53:1,13.0,44.2
19/10/2016,7:53:6,13.0,44.0
19/10/2016,7:53:12,13.0,44.2
19/10/2016,7:53:20,13.2,44.4
19/10/2016,7:53:26,13.2,44.2
19/10/2016,7:53:34,13.2,44.2
19/10/2016,7:53:40,13.2,44.2
19/10/2016,7:53:46,13.2,44.2
19/10/2016,7:53:54,13.0,44.0
19/10/2016,7:54:0,13.0,44.0
19/10/2016,7:54:6,13.0,44.0
19/10/2016,7:54:11,13.0,44.0
19/10/2016,7:54:17,13.0,44.2
19/10/2016,7:54:23,13.0,44.2
19/10/2016,7:54:29,13.0,44.4
19/10/2016,7:54:34,13.0,44.6
19/10/2016,7:54:40,13.0,44.8
19/10/2016,7:54:46,13.0,44.8
19/10/2016,7:54:51,13.0,44.8
19/10/2016,7:54:57,13.0,44.6
19/10/2016,7:55:3,13.0,44.4
19/10/2016,7:55:9,13.0,44.2
19/10/2016,7:55:14,13.0,44.0
19/10/2016,7:55:23,13.0,44.0
19/10/2016,7:55:28,13.2,44.0
19/10/2016,7:55:34,13.2,44.0
19/10/2016,7:55:42,13.2,44.2
19/10/2016,7:55:48,13.2,44.2
19/10/2016,7:55:54,13.2,44.2
19/10/2016,7:56:0,13.0,44.2
19/10/2016,7:56:5,13.2,44.2
19/10/2016,7:56:11,13.2,44.2
19/10/2016,7:56:19,13.2,44.2
19/10/2016,7:56:25,13.2,44.2
19/10/2016,7:56:31,13.2,44.0
19/10/2016,7:56:39,13.2,44.2
19/10/2016,7:56:45,13.2,44.2
19/10/2016,7:56:53,13.2,44.2
19/10/2016,7:56:59,13.2,44.2
19/10/2016,7:57:5,13.2,44.4
19/10/2016,7:57:10,13.0,44.2
19/10/2016,7:57:16,13.0,44.2
19/10/2016,7:57:22,13.0,44.2
19/10/2016,7:57:30,13.0,44.4
19/10/2016,7:57:41,13.0,44.4
19/10/2016,7:57:49,13.0,44.4
19/10/2016,7:57:55,13.0,44.2
19/10/2016,7:58:1,13.2,44.2
19/10/2016,7:58:6,13.2,44.2
19/10/2016,7:58:12,13.2,44.4
19/10/2016,7:58:18,13.2,44.6
19/10/2016,7:58:24,13.2,44.8
19/10/2016,7:58:29,13.0,44.8
19/10/2016,7:58:35,13.0,44.8
19/10/2016,7:58:41,13.0,44.8
19/10/2016,7:58:47,13.0,44.6
19/10/2016,7:58:55,13.0,44.6
19/10/2016,7:59:1,13.0,44.6
19/10/2016,7:59:6,13.0,44.4
19/10/2016,7:59:15,13.0,44.2
19/10/2016,7:59:20,13.0,44.2
19/10/2016,7:59:26,13.0,44.0
19/10/2016,7:59:32,13.0,44.2
19/10/2016,7:59:38,13.0,44.2
19/10/2016,7:59:43,13.0,44.2
19/10/2016,7:59:52,13.0,44.2
19/10/2016,7:59:57,13.0,44.2
19/10/2016,8:0:3,13.0,43.8
19/10/2016,8:0:9,13.0,43.8
19/10/2016,8:0:14,13.2,43.8
19/10/2016,8:0:20,13.2,43.8
19/10/2016,8:0:26,13.2,44.0
19/10/2016,8:0:34,13.2,44.4
19/10/2016,8:0:40,13.2,44.4
19/10/2016,8:0:46,13.0,44.4
19/10/2016,8:0:51,13.0,44.6
19/10/2016,8:0:57,13.0,44.2
19/10/2016,8:1:3,13.0,44.0
19/10/2016,8:1:11,13.0,44.0
19/10/2016,8:1:17,13.0,44.0
19/10/2016,8:1:23,13.0,43.6
19/10/2016,8:1:31,13.0,43.8
19/10/2016,8:1:37,13.0,43.8
19/10/2016,8:1:47,13.0,43.8
19/10/2016,8:1:53,13.0,43.8
19/10/2016,8:2:1,13.0,43.8
19/10/2016,8:2:10,13.0,43.8
19/10/2016,8:2:18,13.0,44.0
19/10/2016,8:2:26,13.0,44.0
19/10/2016,8:2:32,13.0,44.0
19/10/2016,8:2:38,13.0,44.2
19/10/2016,8:2:46,13.0,44.2
19/10/2016,8:2:52,13.0,44.0
19/10/2016,8:2:58,13.0,44.0
19/10/2016,8:3:3,13.0,44.0
19/10/2016,8:3:9,13.0,44.2
19/10/2016,8:3:15,13.0,44.2
19/10/2016,8:3:26,13.0,44.2
19/10/2016,8:3:31,13.0,44.2
19/10/2016,8:3:40,13.0,44.2
19/10/2016,8:3:45,13.0,44.0
19/10/2016,8:3:51,13.0,44.0
19/10/2016,8:3:57,13.2,44.0
19/10/2016,8:4:3,13.2,43.8
19/10/2016,8:4:8,13.2,43.8
19/10/2016,8:4:14,13.2,43.8
19/10/2016,8:4:20,13.2,43.8
19/10/2016,8:4:26,13.2,44.0
19/10/2016,8:4:31,13.2,44.4
19/10/2016,8:4:37,13.2,44.4
19/10/2016,8:4:43,13.2,44.4
19/10/2016,8:4:49,13.2,44.4
19/10/2016,8:4:55,13.0,44.2
19/10/2016,8:5:0,13.0,44.0
19/10/2016,8:5:6,13.0,44.0
19/10/2016,8:5:14,13.0,44.0
19/10/2016,8:5:23,13.0,44.0
19/10/2016,8:5:28,13.0,44.0
19/10/2016,8:5:39,13.2,44.0
19/10/2016,8:5:50,13.2,44.0
19/10/2016,8:5:56,13.2,44.2
19/10/2016,8:6:2,13.2,44.2
19/10/2016,8:6:7,13.2,44.2
19/10/2016,8:6:13,13.0,44.2
19/10/2016,8:6:19,13.0,44.2
19/10/2016,8:6:25,13.0,44.2
19/10/2016,8:6:30,13.0,44.2
19/10/2016,8:6:36,13.2,44.2
19/10/2016,8:6:42,13.2,44.2
19/10/2016,8:6:48,13.2,44.2
19/10/2016,8:6:56,13.2,44.2
19/10/2016,8:7:2,13.2,44.2
19/10/2016,8:7:8,13.0,44.2
19/10/2016,8:7:18,13.0,44.2
19/10/2016,8:7:24,13.0,44.4
19/10/2016,8:7:30,13.0,44.2
19/10/2016,8:7:36,13.0,44.2
19/10/2016,8:7:41,13.0,44.0
19/10/2016,8:7:47,13.0,44.0
19/10/2016,8:7:53,13.0,43.8
19/10/2016,8:7:59,13.0,43.8
19/10/2016,8:8:10,13.0,43.8
19/10/2016,8:8:18,13.0,44.0
19/10/2016,8:8:26,13.2,44.0
19/10/2016,8:8:32,13.4,44.0
19/10/2016,8:8:38,13.6,44.0
19/10/2016,8:8:48,13.6,43.8
19/10/2016,8:8:57,13.8,43.8
19/10/2016,8:9:2,13.6,43.8
19/10/2016,8:9:8,13.4,44.0
19/10/2016,8:9:14,13.4,44.0
19/10/2016,8:9:20,13.4,44.0
19/10/2016,8:9:25,13.4,44.0
19/10/2016,8:9:39,13.6,44.0
19/10/2016,8:9:45,13.8,44.0
19/10/2016,8:9:53,13.8,44.0
19/10/2016,8:9:59,14.0,44.4
19/10/2016,8:10:10,14.0,44.6
19/10/2016,8:10:15,14.0,44.6
19/10/2016,8:10:21,14.0,44.4
19/10/2016,8:10:27,13.8,44.4
19/10/2016,8:10:33,13.8,44.2
19/10/2016,8:10:38,13.8,44.0
19/10/2016,8:10:47,13.8,44.2
19/10/2016,8:10:52,13.8,44.0
19/10/2016,8:11:1,13.8,44.0
19/10/2016,8:11:6,13.6,44.0
19/10/2016,8:11:12,13.4,43.8
19/10/2016,8:11:23,13.2,43.6
19/10/2016,8:11:29,13.2,43.8
19/10/2016,8:11:34,13.2,43.8
19/10/2016,8:11:40,13.2,43.8
19/10/2016,8:11:46,13.2,44.0
19/10/2016,8:11:52,13.2,44.0
19/10/2016,8:11:57,13.0,44.0
19/10/2016,8:12:3,13.0,44.0
19/10/2016,8:12:9,13.0,44.0
19/10/2016,8:12:17,13.0,44.0
19/10/2016,8:12:23,13.0,44.2
19/10/2016,8:12:31,13.0,44.2
19/10/2016,8:12:37,13.0,44.2
19/10/2016,8:12:42,13.2,44.2
19/10/2016,8:12:48,13.2,44.2
19/10/2016,8:12:56,13.2,44.0
19/10/2016,8:13:2,13.4,44.0
19/10/2016,8:13:8,13.4,44.0
19/10/2016,8:13:14,13.2,44.0
19/10/2016,8:13:19,13.2,44.0
19/10/2016,8:13:25,13.2,44.2
19/10/2016,8:13:36,13.0,44.0
19/10/2016,8:13:44,13.2,44.0
19/10/2016,8:13:50,13.2,44.0
19/10/2016,8:13:56,13.2,44.0
19/10/2016,8:14:1,13.2,43.8
19/10/2016,8:14:10,13.2,44.0
19/10/2016,8:14:15,13.2,43.8
19/10/2016,8:14:21,13.2,44.0
19/10/2016,8:14:27,13.2,44.0
19/10/2016,8:14:33,13.2,44.0
19/10/2016,8:14:38,13.2,44.0
19/10/2016,8:14:47,13.2,44.2
19/10/2016,8:14:52,13.2,44.2
19/10/2016,8:14:58,13.2,44.2
19/10/2016,8:15:4,13.2,44.2
19/10/2016,8:15:9,13.2,44.2
19/10/2016,8:15:15,13.0,44.2
19/10/2016,8:15:21,13.0,44.2
19/10/2016,8:15:27,13.0,44.2
19/10/2016,8:15:32,13.0,44.2
19/10/2016,8:15:38,13.0,44.2
19/10/2016,8:15:44,13.0,44.2
19/10/2016,8:15:50,13.0,44.0
19/10/2016,8:15:55,13.0,44.0
19/10/2016,8:16:1,13.0,44.0
19/10/2016,8:16:9,13.0,43.8
19/10/2016,8:16:15,13.0,43.8
19/10/2016,8:16:23,13.0,44.0
19/10/2016,8:16:29,13.0,44.0
19/10/2016,8:16:35,13.0,44.0
19/10/2016,8:16:41,13.0,44.4
19/10/2016,8:16:46,13.0,44.6
19/10/2016,8:16:52,13.0,44.6
19/10/2016,8:16:58,13.0,44.6
19/10/2016,8:17:3,13.0,44.6
19/10/2016,8:17:9,13.2,44.4
19/10/2016,8:17:15,13.2,44.2
19/10/2016,8:17:21,13.2,44.0
19/10/2016,8:17:26,13.2,44.0
19/10/2016,8:17:32,13.2,44.0
19/10/2016,8:17:40,13.0,44.2
19/10/2016,8:17:46,13.0,44.0
19/10/2016,8:17:52,13.0,43.8
19/10/2016,8:17:58,13.0,44.0
19/10/2016,8:18:8,13.2,44.0
19/10/2016,8:18:14,13.4,44.0
19/10/2016,8:18:20,13.4,44.2
19/10/2016,8:18:26,13.4,44.6
19/10/2016,8:18:31,13.4,44.4
19/10/2016,8:18:40,13.2,44.4
19/10/2016,8:18:45,13.0,44.2
19/10/2016,8:18:51,13.0,44.2
19/10/2016,8:18:57,13.2,44.0
19/10/2016,8:19:3,13.2,44.2
19/10/2016,8:19:8,13.2,44.2
19/10/2016,8:19:14,13.2,44.2
19/10/2016,8:19:20,13.2,44.2
19/10/2016,8:19:25,13.0,44.2
19/10/2016,8:19:31,13.0,44.0
19/10/2016,8:19:37,13.0,44.0
19/10/2016,8:19:45,13.0,43.8
19/10/2016,8:19:51,13.0,43.8
19/10/2016,8:20:2,13.0,43.8
19/10/2016,8:20:10,13.0,43.8
19/10/2016,8:20:18,13.0,43.8
19/10/2016,8:20:24,13.0,43.8
19/10/2016,8:20:30,13.0,43.8
19/10/2016,8:20:38,13.0,43.8
19/10/2016,8:20:44,13.0,43.8
19/10/2016,8:20:49,13.0,44.0
19/10/2016,8:20:58,13.2,44.2
19/10/2016,8:21:3,13.2,44.2
19/10/2016,8:21:12,13.2,44.2
19/10/2016,8:21:17,13.2,44.2
19/10/2016,8:21:26,13.2,44.0
19/10/2016,8:21:31,13.0,44.0
19/10/2016,8:21:37,13.0,44.0
19/10/2016,8:21:45,13.0,44.0
19/10/2016,8:21:51,13.0,44.0
19/10/2016,8:21:57,13.0,44.0
19/10/2016,8:22:3,13.0,44.0
19/10/2016,8:22:8,13.2,44.0
19/10/2016,8:22:14,13.2,44.2
19/10/2016,8:22:20,13.4,44.4
19/10/2016,8:22:26,13.6,44.4
19/10/2016,8:22:31,13.6,44.4
19/10/2016,8:22:37,13.6,44.4
19/10/2016,8:22:45,13.8,44.2
19/10/2016,8:22:51,13.8,44.0
19/10/2016,8:22:57,13.6,44.0
19/10/2016,8:23:2,13.6,44.2
19/10/2016,8:23:8,13.4,44.2
19/10/2016,8:23:14,13.4,44.4
19/10/2016,8:23:20,13.2,44.6
19/10/2016,8:23:25,13.4,44.6
19/10/2016,8:23:31,13.4,44.4
19/10/2016,8:23:37,13.4,44.4
19/10/2016,8:23:43,13.2,44.0
19/10/2016,8:23:51,13.2,43.8
19/10/2016,8:23:57,13.0,43.8
19/10/2016,8:24:2,13.2,43.8
19/10/2016,8:24:11,13.2,43.8
19/10/2016,8:24:16,13.4,44.0
19/10/2016,8:24:22,13.4,44.0
19/10/2016,8:24:28,13.4,44.2
19/10/2016,8:24:34,13.2,44.2
19/10/2016,8:24:39,13.4,44.2
19/10/2016,8:24:48,13.2,44.2
19/10/2016,8:24:53,13.2,44.2
19/10/2016,8:25:1,13.2,44.0
19/10/2016,8:25:7,13.2,44.0
19/10/2016,8:25:13,13.0,44.0
19/10/2016,8:25:19,13.0,44.0
19/10/2016,8:25:24,13.0,44.0
19/10/2016,8:25:30,13.0,44.2
19/10/2016,8:25:38,13.0,44.2
19/10/2016,8:25:44,13.0,44.2
19/10/2016,8:25:50,13.2,44.0
19/10/2016,8:25:56,13.2,44.2
19/10/2016,8:26:1,13.2,44.2
19/10/2016,8:26:10,13.2,44.2
19/10/2016,8:26:15,13.2,44.2
19/10/2016,8:26:24,13.0,44.4
19/10/2016,8:26:29,13.2,44.2
19/10/2016,8:26:35,13.2,44.0
19/10/2016,8:26:41,13.2,44.2
19/10/2016,8:26:49,13.2,44.2
19/10/2016,8:26:55,13.2,44.4
19/10/2016,8:27:3,13.2,44.4
19/10/2016,8:27:9,13.2,44.6
19/10/2016,8:27:15,13.2,44.4
19/10/2016,8:27:23,13.2,44.4
19/10/2016,8:27:29,13.2,44.4
19/10/2016,8:27:34,13.0,44.4
19/10/2016,8:27:43,13.0,44.2
19/10/2016,8:27:48,13.0,44.2
19/10/2016,8:27:54,13.0,44.2
19/10/2016,8:28:0,13.0,44.0
19/10/2016,8:28:8,13.0,44.0
19/10/2016,8:28:14,13.0,44.0
19/10/2016,8:28:19,13.0,44.0
19/10/2016,8:28:25,13.2,44.2
19/10/2016,8:28:31,13.2,44.2
19/10/2016,8:28:39,13.2,44.2
19/10/2016,8:28:45,13.4,44.4
19/10/2016,8:28:51,13.4,44.6
19/10/2016,8:28:56,13.2,44.4
19/10/2016,8:29:5,13.2,44.4
19/10/2016,8:29:10,13.2,44.4
19/10/2016,8:29:21,13.0,44.2
19/10/2016,8:29:29,13.0,44.0
19/10/2016,8:29:38,13.0,44.2
19/10/2016,8:29:43,13.0,44.4
19/10/2016,8:29:49,13.0,44.2
19/10/2016,8:29:55,13.0,44.2
19/10/2016,8:30:1,13.0,44.4
19/10/2016,8:30:6,13.0,44.4
19/10/2016,8:30:12,13.2,44.4
19/10/2016,8:30:18,13.2,44.6
19/10/2016,8:30:26,13.4,44.8
19/10/2016,8:30:32,13.4,44.6
19/10/2016,8:30:38,13.4,44.4
19/10/2016,8:30:43,13.2,44.2
19/10/2016,8:30:49,13.2,44.2
19/10/2016,8:30:55,13.0,44.0
19/10/2016,8:31:0,13.0,44.0
19/10/2016,8:31:6,13.0,44.0
19/10/2016,8:31:12,13.0,44.2
19/10/2016,8:31:20,13.0,44.4
19/10/2016,8:31:26,13.2,44.4
19/10/2016,8:31:34,13.2,44.4
19/10/2016,8:31:42,13.2,44.6
19/10/2016,8:31:48,13.2,44.4
19/10/2016,8:31:56,13.2,44.2
19/10/2016,8:32:2,13.2,44.2
19/10/2016,8:32:8,13.2,44.2
19/10/2016,8:32:14,13.4,43.8
19/10/2016,8:32:22,13.4,43.8
19/10/2016,8:32:30,13.4,43.8
19/10/2016,8:32:41,13.2,43.8
19/10/2016,8:32:47,13.2,43.8
19/10/2016,8:32:52,13.0,44.0
19/10/2016,8:32:58,13.0,44.0
19/10/2016,8:33:4,13.0,44.2
19/10/2016,8:33:10,13.0,44.2
19/10/2016,8:33:15,13.0,44.4
19/10/2016,8:33:21,13.0,44.4
19/10/2016,8:33:29,13.0,44.4
19/10/2016,8:33:35,13.0,44.2
19/10/2016,8:33:43,13.0,44.2
19/10/2016,8:33:49,13.0,44.0
19/10/2016,8:34:0,13.0,44.0
19/10/2016,8:34:6,13.0,44.0
19/10/2016,8:34:11,13.2,44.0
19/10/2016,8:34:17,13.2,44.0
19/10/2016,8:34:23,13.4,44.2
19/10/2016,8:34:29,13.4,44.2
19/10/2016,8:34:37,13.4,44.2
19/10/2016,8:34:43,13.2,44.4
19/10/2016,8:34:48,13.2,44.4
19/10/2016,8:34:54,13.0,44.2
19/10/2016,8:35:0,13.0,44.2
19/10/2016,8:35:5,13.0,44.4
19/10/2016,8:35:14,13.2,44.4
19/10/2016,8:35:19,13.4,44.6
19/10/2016,8:35:25,13.4,44.6
19/10/2016,8:35:31,13.4,44.8
19/10/2016,8:35:37,13.4,44.6
19/10/2016,8:35:42,13.2,44.4
19/10/2016,8:35:48,13.0,44.4
19/10/2016,8:35:54,13.0,44.4
19/10/2016,8:36:2,13.0,44.2
19/10/2016,8:36:8,13.0,44.0
19/10/2016,8:36:16,13.0,44.0
19/10/2016,8:36:22,13.0,44.0
19/10/2016,8:36:30,13.0,44.2
19/10/2016,8:36:38,13.0,44.4
19/10/2016,8:36:44,13.0,44.6
19/10/2016,8:36:50,13.2,44.6
19/10/2016,8:36:56,13.4,44.4
19/10/2016,8:37:1,13.6,44.2
19/10/2016,8:37:7,13.8,44.2
19/10/2016,8:37:13,13.8,44.4
19/10/2016,8:37:19,13.8,44.4
19/10/2016,8:37:24,13.8,44.4
19/10/2016,8:37:30,13.8,44.4
19/10/2016,8:37:36,13.6,44.2
19/10/2016,8:37:41,13.6,44.2
19/10/2016,8:37:47,13.4,44.4
19/10/2016,8:37:55,13.2,44.4
19/10/2016,8:38:1,13.2,44.4
19/10/2016,8:38:7,13.2,44.6
19/10/2016,8:38:13,13.4,44.4
19/10/2016,8:38:18,13.6,44.2
19/10/2016,8:38:24,13.8,44.2
19/10/2016,8:38:32,13.8,44.2
19/10/2016,8:38:43,14.0,44.0
19/10/2016,8:38:49,13.8,44.0
19/10/2016,8:38:55,13.8,44.0
19/10/2016,8:39:0,13.8,44.0
19/10/2016,8:39:11,13.8,44.0
19/10/2016,8:39:20,13.8,44.0
19/10/2016,8:39:25,14.0,44.0
19/10/2016,8:39:31,14.0,44.0
19/10/2016,8:39:37,14.0,44.0
19/10/2016,8:39:45,14.0,44.0
19/10/2016,8:39:53,14.0,44.0
19/10/2016,8:39:59,14.0,44.2
19/10/2016,8:40:8,14.0,44.2
19/10/2016,8:40:13,14.0,44.2
19/10/2016,8:40:22,14.0,44.2
19/10/2016,8:40:27,14.0,44.4
19/10/2016,8:40:33,14.0,44.0
19/10/2016,8:40:41,14.0,44.0
19/10/2016,8:40:47,14.0,44.2
19/10/2016,8:40:55,14.0,44.4
19/10/2016,8:41:1,13.8,44.2
19/10/2016,8:41:7,13.8,44.4
19/10/2016,8:41:23,13.6,44.6
19/10/2016,8:41:31,13.4,44.2
19/10/2016,8:41:42,13.4,44.0
19/10/2016,8:41:47,13.4,44.0
19/10/2016,8:41:53,13.2,44.0
19/10/2016,8:41:59,13.2,44.0
19/10/2016,8:42:5,13.4,44.4
19/10/2016,8:42:10,13.2,44.6
19/10/2016,8:42:16,13.2,44.6
19/10/2016,8:42:22,13.2,44.6
19/10/2016,8:42:28,13.2,44.6
19/10/2016,8:42:33,13.0,44.4
19/10/2016,8:42:39,13.0,44.2
19/10/2016,8:42:45,13.0,44.0
19/10/2016,8:42:51,13.0,44.0
19/10/2016,8:42:56,13.2,44.0
19/10/2016,8:43:5,13.4,44.2
19/10/2016,8:43:10,13.4,44.4
19/10/2016,8:43:16,13.4,44.6
19/10/2016,8:43:22,13.4,44.6
19/10/2016,8:43:28,13.2,44.6
19/10/2016,8:43:33,13.2,44.4
19/10/2016,8:43:39,13.2,44.2
19/10/2016,8:43:45,13.2,44.4
19/10/2016,8:43:50,13.2,44.6
19/10/2016,8:43:56,13.4,44.6
19/10/2016,8:44:2,13.4,44.6
19/10/2016,8:44:8,13.6,44.8
19/10/2016,8:44:13,13.8,44.8
19/10/2016,8:44:19,14.0,44.8
19/10/2016,8:44:27,14.0,44.8
19/10/2016,8:44:33,14.0,44.8
19/10/2016,8:44:44,14.0,44.6
19/10/2016,8:44:52,14.0,44.4
19/10/2016,8:45:3,14.0,44.2
19/10/2016,8:45:9,14.0,44.0
19/10/2016,8:45:17,14.0,44.0
19/10/2016,8:45:23,14.0,44.2
19/10/2016,8:45:29,14.0,44.2
19/10/2016,8:45:34,14.0,44.2
19/10/2016,8:45:40,14.0,44.4
19/10/2016,8:45:46,14.0,44.4
19/10/2016,8:45:51,14.0,44.2
19/10/2016,8:45:57,14.0,44.2
19/10/2016,8:46:3,13.8,44.2
19/10/2016,8:46:9,13.8,44.2
19/10/2016,8:46:14,13.6,44.2
19/10/2016,8:46:20,13.6,44.2
19/10/2016,8:46:26,13.6,44.4
19/10/2016,8:46:32,13.8,44.4
19/10/2016,8:46:37,13.6,44.2
19/10/2016,8:46:43,13.8,44.4
19/10/2016,8:46:54,13.8,44.4
19/10/2016,8:47:0,13.8,44.2
19/10/2016,8:47:6,13.6,44.0
19/10/2016,8:47:12,13.6,44.0
19/10/2016,8:47:17,13.4,43.8
19/10/2016,8:47:23,13.2,43.8
19/10/2016,8:47:29,13.0,43.8
19/10/2016,8:47:34,13.0,43.8
19/10/2016,8:47:40,13.0,43.8
19/10/2016,8:47:52,13.0,43.8
19/10/2016,8:48:2,13.0,43.8
19/10/2016,8:48:8,13.0,43.8
19/10/2016,8:48:14,13.2,44.0
19/10/2016,8:48:20,13.4,44.0
19/10/2016,8:48:25,13.4,44.0
19/10/2016,8:48:34,13.6,44.2
19/10/2016,8:48:39,13.8,44.4
19/10/2016,8:48:45,13.6,44.6
19/10/2016,8:48:51,13.4,44.6
19/10/2016,8:48:57,13.4,44.8
19/10/2016,8:49:2,13.4,44.8
19/10/2016,8:49:8,13.2,44.8
19/10/2016,8:49:14,13.4,44.6
19/10/2016,8:49:20,13.4,44.6
19/10/2016,8:49:25,13.6,44.4
19/10/2016,8:49:31,13.6,44.2
19/10/2016,8:49:37,13.8,44.0
19/10/2016,8:49:42,13.8,44.0
19/10/2016,8:49:51,14.0,44.0
19/10/2016,8:49:56,14.0,44.0
19/10/2016,8:50:2,14.0,44.0
19/10/2016,8:50:8,14.0,43.8
19/10/2016,8:50:16,14.0,43.8
19/10/2016,8:50:22,13.8,43.8
19/10/2016,8:50:28,13.8,43.8
19/10/2016,8:50:33,13.8,43.8
19/10/2016,8:50:39,13.8,44.0
19/10/2016,8:50:45,13.6,44.2
19/10/2016,8:50:51,13.8,44.4
19/10/2016,8:50:59,13.6,44.6
19/10/2016,8:51:7,13.6,44.6
19/10/2016,8:51:13,13.4,44.6
19/10/2016,8:51:19,13.6,44.2
19/10/2016,8:51:29,13.6,44.0
19/10/2016,8:51:35,13.8,43.8
19/10/2016,8:51:41,13.8,44.0
19/10/2016,8:51:49,14.0,44.0
19/10/2016,8:51:57,14.0,44.2
19/10/2016,8:52:6,14.0,44.4
19/10/2016,8:52:11,14.0,44.4
19/10/2016,8:52:17,14.0,44.4
19/10/2016,8:52:23,14.0,44.4
19/10/2016,8:52:31,14.0,44.6
19/10/2016,8:52:37,14.0,44.4
19/10/2016,8:52:43,14.0,44.4
19/10/2016,8:52:51,14.0,44.4
19/10/2016,8:52:59,14.0,44.6
19/10/2016,8:53:5,14.0,44.6
19/10/2016,8:53:11,14.0,44.6
19/10/2016,8:53:16,14.0,44.6
19/10/2016,8:53:25,14.0,44.4
19/10/2016,8:53:30,14.0,44.2
19/10/2016,8:53:36,14.0,44.2
19/10/2016,8:53:42,14.0,44.2
19/10/2016,8:53:48,14.0,44.2
19/10/2016,8:53:53,14.0,44.4
19/10/2016,8:54:4,14.0,44.6
19/10/2016,8:54:10,14.0,44.4
19/10/2016,8:54:16,14.0,44.6
19/10/2016,8:54:24,14.0,44.8
19/10/2016,8:54:30,14.0,44.6
19/10/2016,8:54:35,14.0,44.4
19/10/2016,8:54:41,14.0,44.4
19/10/2016,8:54:47,14.0,44.4
19/10/2016,8:54:53,14.0,44.4
19/10/2016,8:54:58,14.0,44.6
19/10/2016,8:55:4,14.0,44.6
19/10/2016,8:55:10,14.0,44.8
19/10/2016,8:55:18,13.8,44.6
19/10/2016,8:55:29,13.6,44.2
19/10/2016,8:55:35,13.6,44.0
19/10/2016,8:55:40,13.4,44.2
19/10/2016,8:55:46,13.4,44.2
19/10/2016,8:55:52,13.6,44.4
19/10/2016,8:55:58,13.8,44.8
19/10/2016,8:56:3,13.8,45.0
19/10/2016,8:56:9,14.0,45.0
19/10/2016,8:56:15,14.0,45.0
19/10/2016,8:56:21,14.0,45.0
19/10/2016,8:56:26,14.0,45.0
19/10/2016,8:56:32,14.0,44.8
19/10/2016,8:56:38,14.0,44.8
19/10/2016,8:56:44,14.0,44.8
19/10/2016,8:56:49,14.0,44.8
19/10/2016,8:56:55,14.0,44.8
19/10/2016,8:57:3,14.0,45.0
19/10/2016,8:57:9,14.0,44.8
19/10/2016,8:57:17,14.0,44.8
19/10/2016,8:57:26,14.0,44.8
19/10/2016,8:57:31,14.0,44.8
19/10/2016,8:57:37,13.8,44.8
19/10/2016,8:57:43,13.8,45.0
19/10/2016,8:57:51,13.8,45.0
19/10/2016,8:57:57,13.8,45.0
19/10/2016,8:58:3,13.8,45.0
19/10/2016,8:58:8,14.0,45.0
19/10/2016,8:58:14,14.0,45.0
19/10/2016,8:58:20,14.0,45.0
19/10/2016,8:58:26,13.8,45.0
19/10/2016,8:58:34,13.8,45.0
19/10/2016,8:58:40,13.8,45.0
19/10/2016,8:58:53,13.8,44.8
19/10/2016,8:58:59,13.6,44.4
19/10/2016,8:59:4,13.8,44.2
19/10/2016,8:59:13,13.8,44.2
19/10/2016,8:59:18,13.8,44.2
19/10/2016,8:59:24,13.8,44.2
19/10/2016,8:59:30,14.0,44.6
19/10/2016,8:59:36,14.0,44.8
19/10/2016,8:59:44,14.0,44.8
19/10/2016,8:59:50,14.0,44.8
19/10/2016,8:59:55,14.0,44.8
19/10/2016,9:0:1,13.8,44.6
19/10/2016,9:0:7,13.8,44.6
19/10/2016,9:0:13,13.8,44.6
19/10/2016,9:0:18,13.8,44.6
19/10/2016,9:0:24,13.8,44.8
19/10/2016,9:0:32,14.0,45.0
19/10/2016,9:0:38,14.0,45.0
19/10/2016,9:0:44,14.0,44.8
19/10/2016,9:0:52,14.0,44.6
