Fecha,Hora,T[°C],H[%]
15/10/2016,5:26:36,14.0,37.2
15/10/2016,5:26:44,14.0,43.8
15/10/2016,5:26:53,14.0,44.2
15/10/2016,5:26:58,14.0,44.2
15/10/2016,5:27:4,14.0,44.2
15/10/2016,5:27:10,14.0,44.2
15/10/2016,5:27:16,14.0,44.2
15/10/2016,5:27:21,14.0,44.0
15/10/2016,5:27:27,14.0,44.0
15/10/2016,5:27:33,14.0,44.0
15/10/2016,5:27:38,14.0,44.0
15/10/2016,5:27:54,14.0,44.0
15/10/2016,5:28:0,14.0,44.0
15/10/2016,5:28:6,14.0,43.8
15/10/2016,5:28:12,14.0,43.8
15/10/2016,5:28:17,14.0,43.8
15/10/2016,5:28:23,14.0,43.8
15/10/2016,5:28:29,14.0,43.8
15/10/2016,5:28:35,14.0,44.0
15/10/2016,5:28:40,14.0,44.0
15/10/2016,5:28:46,14.0,44.0
15/10/2016,5:28:54,14.0,44.2
15/10/2016,5:29:0,14.0,44.2
15/10/2016,5:29:6,14.0,44.2
15/10/2016,5:29:12,14.0,44.2
15/10/2016,5:29:17,13.8,44.4
15/10/2016,5:29:23,13.8,44.2
15/10/2016,5:29:29,13.8,44.2
15/10/2016,5:29:35,13.8,44.2
15/10/2016,5:29:40,13.8,44.2
15/10/2016,5:29:46,14.0,44.2
15/10/2016,5:29:52,14.0,44.0
15/10/2016,5:29:57,14.0,44.0
15/10/2016,5:30:3,14.0,44.0
15/10/2016,5:30:11,14.0,44.0
15/10/2016,5:30:17,14.0,43.8
15/10/2016,5:30:23,14.0,44.2
15/10/2016,5:30:29,14.0,44.2
15/10/2016,5:30:34,14.0,44.2
15/10/2016,5:30:43,14.0,44.2
15/10/2016,5:30:48,14.2,44.2
15/10/2016,5:30:54,14.0,44.0
15/10/2016,5:31:0,14.0,44.0
15/10/2016,5:31:11,14.0,44.0
15/10/2016,5:31:19,14.0,43.8
15/10/2016,5:31:27,13.8,43.6
15/10/2016,5:31:33,14.0,43.8
15/10/2016,5:31:39,14.0,43.8
15/10/2016,5:31:47,14.0,43.6
15/10/2016,5:31:53,14.0,43.8
15/10/2016,5:31:59,14.0,43.8
15/10/2016,5:32:7,14.0,43.8
15/10/2016,5:32:13,14.0,43.8
15/10/2016,5:32:18,14.0,43.8
15/10/2016,5:32:24,14.0,43.8
15/10/2016,5:32:30,14.0,43.8
15/10/2016,5:32:38,14.0,43.4
15/10/2016,5:32:46,14.0,43.4
15/10/2016,5:32:52,14.0,43.6
15/10/2016,5:32:58,14.0,43.4
15/10/2016,5:33:9,14.0,43.6
15/10/2016,5:33:14,14.0,43.6
15/10/2016,5:33:20,14.0,43.4
15/10/2016,5:33:28,14.0,43.4
15/10/2016,5:33:34,14.0,43.6
15/10/2016,5:33:40,14.0,43.6
15/10/2016,5:33:46,14.0,43.8
15/10/2016,5:33:51,14.0,44.2
15/10/2016,5:33:57,14.0,44.2
15/10/2016,5:34:3,14.0,44.2
15/10/2016,5:34:9,14.0,44.2
15/10/2016,5:34:14,14.0,44.2
15/10/2016,5:34:23,14.0,44.0
15/10/2016,5:34:28,14.0,44.0
15/10/2016,5:34:34,14.0,43.8
15/10/2016,5:34:40,14.0,43.6
15/10/2016,5:34:46,14.0,43.6
15/10/2016,5:34:51,14.0,43.8
15/10/2016,5:34:57,14.0,43.8
15/10/2016,5:35:3,14.0,44.0
15/10/2016,5:35:8,14.0,44.2
15/10/2016,5:35:17,14.0,44.2
15/10/2016,5:35:22,14.0,44.0
15/10/2016,5:35:33,14.0,44.0
15/10/2016,5:35:39,14.0,43.8
15/10/2016,5:35:45,14.0,43.6
15/10/2016,5:35:51,14.0,43.6
15/10/2016,5:35:59,14.0,43.4
15/10/2016,5:36:5,14.0,43.4
15/10/2016,5:36:13,14.0,43.4
15/10/2016,5:36:24,14.0,43.6
15/10/2016,5:36:29,14.0,43.4
15/10/2016,5:36:35,14.0,43.4
15/10/2016,5:36:41,14.0,43.4
15/10/2016,5:36:49,14.0,43.8
15/10/2016,5:36:55,14.0,43.6
15/10/2016,5:37:1,14.0,43.6
15/10/2016,5:37:6,14.0,43.8
15/10/2016,5:37:12,14.0,43.8
15/10/2016,5:37:18,14.0,43.8
15/10/2016,5:37:24,14.0,44.0
15/10/2016,5:37:29,14.0,44.2
15/10/2016,5:37:35,14.0,44.2
15/10/2016,5:37:43,14.0,44.2
15/10/2016,5:37:49,14.0,44.0
15/10/2016,5:37:55,14.0,43.8
15/10/2016,5:38:3,14.0,43.8
15/10/2016,5:38:9,14.0,43.6
15/10/2016,5:38:14,14.0,43.4
15/10/2016,5:38:20,14.0,43.4
15/10/2016,5:38:26,14.0,43.4
15/10/2016,5:38:34,14.0,43.4
15/10/2016,5:38:40,14.0,43.8
15/10/2016,5:38:46,14.0,43.8
15/10/2016,5:38:51,14.0,43.6
15/10/2016,5:38:57,14.0,43.8
15/10/2016,5:39:3,14.0,43.8
15/10/2016,5:39:11,14.0,43.8
15/10/2016,5:39:17,14.0,44.2
15/10/2016,5:39:23,14.0,44.2
15/10/2016,5:39:28,14.0,44.2
15/10/2016,5:39:37,14.0,44.2
15/10/2016,5:39:42,14.0,43.8
15/10/2016,5:39:48,14.0,43.4
15/10/2016,5:39:54,14.0,43.6
15/10/2016,5:40:0,14.0,43.8
15/10/2016,5:40:5,14.0,43.8
15/10/2016,5:40:11,14.0,44.2
15/10/2016,5:40:20,14.0,44.4
15/10/2016,5:40:28,14.0,44.2
15/10/2016,5:40:34,14.0,43.6
15/10/2016,5:40:42,14.0,43.4
15/10/2016,5:40:48,13.8,43.0
15/10/2016,5:40:53,13.8,42.8
15/10/2016,5:40:59,13.8,43.0
15/10/2016,5:41:5,13.8,43.4
15/10/2016,5:41:13,13.8,43.6
15/10/2016,5:41:19,13.8,43.6
15/10/2016,5:41:25,13.8,43.8
15/10/2016,5:41:30,13.8,43.8
15/10/2016,5:41:39,13.8,43.8
15/10/2016,5:41:44,13.8,43.8
15/10/2016,5:41:50,13.8,44.0
15/10/2016,5:41:56,13.8,44.0
15/10/2016,5:42:4,13.8,43.8
15/10/2016,5:42:10,13.8,43.8
15/10/2016,5:42:15,13.8,43.6
15/10/2016,5:42:21,14.0,43.6
15/10/2016,5:42:29,14.0,43.8
15/10/2016,5:42:35,14.0,44.0
15/10/2016,5:42:41,14.0,43.8
15/10/2016,5:42:47,14.0,44.0
15/10/2016,5:42:53,13.8,44.0
15/10/2016,5:42:58,13.8,43.8
15/10/2016,5:43:4,13.8,43.8
15/10/2016,5:43:10,13.8,44.0
15/10/2016,5:43:16,13.8,44.0
15/10/2016,5:43:21,14.0,44.0
15/10/2016,5:43:27,13.8,44.0
15/10/2016,5:43:33,13.8,44.0
15/10/2016,5:43:44,13.8,44.0
15/10/2016,5:43:49,13.8,43.8
15/10/2016,5:43:55,13.8,43.6
15/10/2016,5:44:4,14.0,43.6
15/10/2016,5:44:9,14.0,43.6
15/10/2016,5:44:15,14.0,43.4
15/10/2016,5:44:21,14.0,43.6
15/10/2016,5:44:27,14.0,43.8
15/10/2016,5:44:32,14.0,44.0
15/10/2016,5:44:38,14.0,44.0
15/10/2016,5:44:46,14.0,44.0
15/10/2016,5:44:52,14.0,44.0
15/10/2016,5:44:58,14.0,43.6
15/10/2016,5:45:4,14.0,43.4
15/10/2016,5:45:9,14.0,43.6
15/10/2016,5:45:15,14.0,44.0
15/10/2016,5:45:26,14.0,44.0
15/10/2016,5:45:32,14.0,44.2
15/10/2016,5:45:38,14.0,44.0
15/10/2016,5:45:48,14.0,43.8
15/10/2016,5:45:54,14.0,43.4
15/10/2016,5:46:0,13.8,43.2
15/10/2016,5:46:6,13.8,43.4
15/10/2016,5:46:11,13.8,43.8
15/10/2016,5:46:22,13.8,43.8
15/10/2016,5:46:28,13.8,44.0
15/10/2016,5:46:36,14.0,44.0
15/10/2016,5:46:42,14.0,44.0
15/10/2016,5:46:48,14.0,43.6
15/10/2016,5:46:56,14.0,43.6
15/10/2016,5:47:7,14.0,43.6
15/10/2016,5:47:12,14.0,43.8
15/10/2016,5:47:18,14.0,43.6
15/10/2016,5:47:26,14.0,43.8
15/10/2016,5:47:32,13.8,43.6
15/10/2016,5:47:38,13.8,43.4
15/10/2016,5:47:49,13.8,43.4
15/10/2016,5:47:55,13.8,43.4
15/10/2016,5:48:0,13.8,43.0
15/10/2016,5:48:6,14.0,43.2
15/10/2016,5:48:12,13.8,43.2
15/10/2016,5:48:17,13.8,43.2
15/10/2016,5:48:23,13.8,43.2
15/10/2016,5:48:29,13.8,43.6
15/10/2016,5:48:37,13.6,43.4
15/10/2016,5:48:43,13.6,43.4
15/10/2016,5:48:51,13.6,43.2
15/10/2016,5:48:57,13.6,43.0
15/10/2016,5:49:3,13.6,42.8
15/10/2016,5:49:8,13.8,43.0
15/10/2016,5:49:14,14.0,43.2
15/10/2016,5:49:22,14.0,43.4
15/10/2016,5:49:28,14.0,43.8
15/10/2016,5:49:34,14.0,44.0
15/10/2016,5:49:40,14.0,44.0
15/10/2016,5:49:45,14.0,44.0
15/10/2016,5:49:51,13.8,44.2
15/10/2016,5:49:57,13.8,44.4
15/10/2016,5:50:3,13.8,44.4
15/10/2016,5:50:8,13.8,44.4
15/10/2016,5:50:14,13.8,44.4
15/10/2016,5:50:22,14.0,44.0
15/10/2016,5:50:28,14.0,43.8
15/10/2016,5:50:34,14.0,43.8
15/10/2016,5:50:40,14.0,43.8
15/10/2016,5:50:45,14.0,43.8
15/10/2016,5:50:51,14.0,43.8
15/10/2016,5:50:57,14.0,43.8
15/10/2016,5:51:5,14.0,43.8
15/10/2016,5:51:13,13.8,43.8
15/10/2016,5:51:19,13.8,43.4
15/10/2016,5:51:30,13.8,43.4
15/10/2016,5:51:36,13.8,43.2
15/10/2016,5:51:41,13.8,43.0
15/10/2016,5:51:47,14.0,43.0
15/10/2016,5:51:53,14.0,43.4
15/10/2016,5:51:59,14.0,43.6
15/10/2016,5:52:4,14.0,43.8
15/10/2016,5:52:10,14.0,43.8
15/10/2016,5:52:16,13.8,43.8
15/10/2016,5:52:22,13.8,43.8
15/10/2016,5:52:27,13.8,43.8
15/10/2016,5:52:36,13.8,43.8
15/10/2016,5:52:44,13.8,44.0
15/10/2016,5:52:50,14.0,44.0
15/10/2016,5:52:58,14.0,43.8
15/10/2016,5:53:4,14.0,43.8
15/10/2016,5:53:9,14.0,43.8
15/10/2016,5:53:18,14.0,43.8
15/10/2016,5:53:23,14.0,43.6
15/10/2016,5:53:29,14.0,43.6
15/10/2016,5:53:35,14.0,43.8
15/10/2016,5:53:41,14.0,43.8
15/10/2016,5:53:46,14.0,43.8
15/10/2016,5:53:52,14.0,44.0
15/10/2016,5:53:58,13.8,44.0
15/10/2016,5:54:4,13.8,43.8
15/10/2016,5:54:9,13.8,43.8
15/10/2016,5:54:15,13.8,43.8
15/10/2016,5:54:21,13.6,43.6
15/10/2016,5:54:27,13.8,43.8
15/10/2016,5:54:32,13.8,44.0
15/10/2016,5:54:38,13.8,44.0
15/10/2016,5:54:46,13.8,44.0
15/10/2016,5:54:55,14.0,44.2
15/10/2016,5:55:0,14.0,44.2
15/10/2016,5:55:6,14.0,43.8
15/10/2016,5:55:12,14.0,43.8
15/10/2016,5:55:20,14.0,44.0
15/10/2016,5:55:26,14.0,44.2
15/10/2016,5:55:32,13.8,44.0
15/10/2016,5:55:37,13.8,44.2
15/10/2016,5:55:43,13.8,44.2
15/10/2016,5:55:49,13.8,44.0
15/10/2016,5:55:57,13.8,43.8
15/10/2016,5:56:3,14.0,44.2
15/10/2016,5:56:9,14.0,44.0
15/10/2016,5:56:17,14.0,44.0
15/10/2016,5:56:23,14.0,44.0
15/10/2016,5:56:33,14.0,43.8
15/10/2016,5:56:42,14.0,43.4
15/10/2016,5:56:47,14.0,43.6
15/10/2016,5:56:56,14.0,43.4
15/10/2016,5:57:1,14.0,43.0
15/10/2016,5:57:7,14.0,43.0
15/10/2016,5:57:13,14.0,43.2
15/10/2016,5:57:19,14.0,43.2
15/10/2016,5:57:24,14.0,43.4
15/10/2016,5:57:33,14.0,43.8
15/10/2016,5:57:38,14.0,43.8
15/10/2016,5:57:44,14.0,43.8
15/10/2016,5:57:50,14.0,43.8
15/10/2016,5:57:56,14.0,44.0
15/10/2016,5:58:2,14.0,44.0
15/10/2016,5:58:7,14.0,44.2
15/10/2016,5:58:13,14.0,44.2
15/10/2016,5:58:24,13.8,44.0
15/10/2016,5:58:30,13.8,43.6
15/10/2016,5:58:40,13.8,43.4
15/10/2016,5:58:49,13.8,43.2
15/10/2016,5:58:54,13.8,43.2
15/10/2016,5:59:0,14.0,43.2
15/10/2016,5:59:6,14.0,43.4
15/10/2016,5:59:17,14.0,43.6
15/10/2016,5:59:25,13.8,43.6
15/10/2016,5:59:31,13.8,43.4
15/10/2016,5:59:36,13.8,43.4
15/10/2016,5:59:42,13.8,43.4
15/10/2016,5:59:48,13.8,43.2
15/10/2016,5:59:54,13.8,43.4
15/10/2016,5:59:59,13.6,43.6
15/10/2016,6:0:8,13.6,43.8
15/10/2016,6:0:16,13.4,44.0
15/10/2016,6:0:24,13.4,44.2
15/10/2016,6:0:30,13.4,44.0
15/10/2016,6:0:36,13.4,43.8
15/10/2016,6:0:44,13.2,43.8
15/10/2016,6:0:50,13.4,43.6
15/10/2016,6:0:55,13.2,43.4
15/10/2016,6:1:1,13.4,43.6
15/10/2016,6:1:7,13.6,43.8
15/10/2016,6:1:13,13.8,43.8
15/10/2016,6:1:18,13.8,44.0
15/10/2016,6:1:24,14.0,44.2
15/10/2016,6:1:30,13.8,44.0
15/10/2016,6:1:36,13.8,44.2
15/10/2016,6:1:41,13.6,44.2
15/10/2016,6:1:47,13.4,44.0
15/10/2016,6:1:53,13.4,44.0
15/10/2016,6:2:1,13.4,44.2
15/10/2016,6:2:7,13.2,43.8
15/10/2016,6:2:13,13.4,43.6
15/10/2016,6:2:18,13.4,43.4
15/10/2016,6:2:24,13.4,43.4
15/10/2016,6:2:30,13.6,43.4
15/10/2016,6:2:36,13.8,43.6
15/10/2016,6:2:41,13.6,44.0
15/10/2016,6:2:47,13.8,44.2
15/10/2016,6:2:53,13.6,44.0
15/10/2016,6:2:59,13.6,44.0
15/10/2016,6:3:4,13.6,44.0
15/10/2016,6:3:10,13.6,43.8
15/10/2016,6:3:16,13.6,43.8
15/10/2016,6:3:24,13.6,44.0
15/10/2016,6:3:30,13.4,44.0
15/10/2016,6:3:35,13.4,43.8
15/10/2016,6:3:44,13.6,43.6
15/10/2016,6:3:57,13.6,44.0
15/10/2016,6:4:3,13.8,44.0
15/10/2016,6:4:9,13.8,43.8
15/10/2016,6:4:17,13.6,44.0
15/10/2016,6:4:25,13.6,44.2
15/10/2016,6:4:31,13.4,43.6
15/10/2016,6:4:39,13.2,43.4
15/10/2016,6:4:45,13.2,43.6
15/10/2016,6:4:51,13.2,43.4
15/10/2016,6:4:56,13.2,43.4
15/10/2016,6:5:5,13.2,43.6
15/10/2016,6:5:10,13.4,43.8
15/10/2016,6:5:16,13.4,43.6
15/10/2016,6:5:24,13.4,43.8
15/10/2016,6:5:33,13.2,43.8
15/10/2016,6:5:38,13.2,43.8
15/10/2016,6:5:44,13.0,43.6
15/10/2016,6:5:50,13.0,43.8
15/10/2016,6:5:56,13.0,43.8
15/10/2016,6:6:4,13.2,43.8
15/10/2016,6:6:10,13.2,43.8
15/10/2016,6:6:15,13.4,43.8
15/10/2016,6:6:24,13.4,43.8
15/10/2016,6:6:29,13.6,43.4
15/10/2016,6:6:35,13.4,43.2
15/10/2016,6:6:43,13.6,43.2
15/10/2016,6:6:49,13.6,43.4
15/10/2016,6:6:57,13.8,43.2
15/10/2016,6:7:3,13.8,43.6
15/10/2016,6:7:9,14.0,43.6
15/10/2016,6:7:20,13.8,43.6
15/10/2016,6:7:30,13.8,43.6
15/10/2016,6:7:39,13.8,43.6
15/10/2016,6:7:44,13.8,43.4
15/10/2016,6:7:50,13.8,43.4
15/10/2016,6:7:58,14.0,43.4
15/10/2016,6:8:4,14.0,43.2
15/10/2016,6:8:12,14.0,43.2
15/10/2016,6:8:18,14.0,43.4
15/10/2016,6:8:26,14.0,43.6
15/10/2016,6:8:35,14.0,43.6
15/10/2016,6:8:43,14.0,43.6
15/10/2016,6:8:51,14.0,44.0
15/10/2016,6:9:0,14.0,44.0
15/10/2016,6:9:5,14.0,44.0
15/10/2016,6:9:14,14.0,44.0
15/10/2016,6:9:19,14.0,44.0
15/10/2016,6:9:25,14.0,43.6
15/10/2016,6:9:31,14.0,43.6
15/10/2016,6:9:37,14.0,43.4
15/10/2016,6:9:42,14.0,43.4
15/10/2016,6:9:48,14.0,43.2
15/10/2016,6:9:56,14.0,43.4
15/10/2016,6:10:2,14.0,43.4
15/10/2016,6:10:8,14.0,43.8
15/10/2016,6:10:13,14.0,43.8
15/10/2016,6:10:19,13.8,44.2
15/10/2016,6:10:25,13.8,44.2
15/10/2016,6:10:31,13.8,44.4
15/10/2016,6:10:36,13.8,44.2
15/10/2016,6:10:42,13.8,44.2
15/10/2016,6:10:48,14.0,44.4
15/10/2016,6:10:54,14.0,44.4
15/10/2016,6:10:59,14.0,44.2
15/10/2016,6:11:5,14.0,44.2
15/10/2016,6:11:11,14.0,44.2
15/10/2016,6:11:19,14.0,44.0
15/10/2016,6:11:25,14.0,43.8
15/10/2016,6:11:31,14.0,43.6
15/10/2016,6:11:36,14.0,43.6
15/10/2016,6:11:42,14.0,43.6
15/10/2016,6:11:50,14.0,43.6
15/10/2016,6:11:56,14.0,43.6
15/10/2016,6:12:7,14.0,43.6
15/10/2016,6:12:13,14.0,43.4
15/10/2016,6:12:18,14.0,43.2
15/10/2016,6:12:29,14.0,43.2
15/10/2016,6:12:35,14.0,43.2
15/10/2016,6:12:41,14.0,43.2
15/10/2016,6:12:46,14.0,43.4
15/10/2016,6:12:52,14.0,43.6
15/10/2016,6:12:58,14.0,43.6
15/10/2016,6:13:6,14.0,43.8
15/10/2016,6:13:12,14.0,44.0
15/10/2016,6:13:20,13.8,44.2
15/10/2016,6:13:26,13.8,44.2
15/10/2016,6:13:34,13.8,44.0
15/10/2016,6:13:40,13.8,44.0
15/10/2016,6:13:46,13.8,43.8
15/10/2016,6:13:51,13.8,43.8
15/10/2016,6:14:0,13.8,43.8
15/10/2016,6:14:5,13.8,43.8
15/10/2016,6:14:14,13.6,43.6
15/10/2016,6:14:19,13.6,43.6
15/10/2016,6:14:25,13.6,43.2
15/10/2016,6:14:31,13.4,43.2
15/10/2016,6:14:37,13.2,43.2
15/10/2016,6:14:42,13.4,43.4
15/10/2016,6:14:48,13.2,43.6
15/10/2016,6:14:54,13.2,43.8
15/10/2016,6:15:0,13.2,43.8
15/10/2016,6:15:8,13.4,44.0
15/10/2016,6:15:14,13.2,43.8
15/10/2016,6:15:19,13.4,43.6
15/10/2016,6:15:28,13.6,43.4
15/10/2016,6:15:33,13.6,43.4
15/10/2016,6:15:39,13.6,43.2
15/10/2016,6:15:45,13.8,43.4
15/10/2016,6:15:51,13.8,43.6
15/10/2016,6:15:56,13.8,43.8
15/10/2016,6:16:2,13.8,43.8
15/10/2016,6:16:8,13.6,44.2
15/10/2016,6:16:14,13.4,44.0
15/10/2016,6:16:19,13.4,44.0
15/10/2016,6:16:25,13.4,44.0
15/10/2016,6:16:31,13.6,44.0
15/10/2016,6:16:39,13.6,44.0
15/10/2016,6:16:45,13.8,44.0
15/10/2016,6:16:53,13.8,44.2
15/10/2016,6:16:59,13.6,44.0
15/10/2016,6:17:5,13.4,44.0
15/10/2016,6:17:10,13.4,43.8
15/10/2016,6:17:16,13.4,44.0
15/10/2016,6:17:24,13.4,43.8
15/10/2016,6:17:30,13.6,44.0
15/10/2016,6:17:36,13.8,44.0
15/10/2016,6:17:42,13.8,43.8
15/10/2016,6:17:47,13.6,43.8
15/10/2016,6:17:53,13.4,43.6
15/10/2016,6:17:59,13.2,43.6
15/10/2016,6:18:5,13.0,43.6
15/10/2016,6:18:10,13.2,43.8
15/10/2016,6:18:16,13.4,43.8
15/10/2016,6:18:22,13.4,44.0
15/10/2016,6:18:28,13.4,44.0
15/10/2016,6:18:33,13.4,44.2
15/10/2016,6:18:44,13.4,44.2
15/10/2016,6:18:50,13.2,44.0
15/10/2016,6:18:56,13.2,43.8
15/10/2016,6:19:1,13.4,43.8
15/10/2016,6:19:7,13.6,43.4
15/10/2016,6:19:13,13.4,43.2
15/10/2016,6:19:21,13.6,43.4
15/10/2016,6:19:27,13.6,43.4
15/10/2016,6:19:33,13.4,43.2
15/10/2016,6:19:38,13.2,43.4
15/10/2016,6:19:47,13.4,43.6
15/10/2016,6:19:52,13.4,43.4
15/10/2016,6:19:58,13.6,43.4
15/10/2016,6:20:4,13.8,43.6
15/10/2016,6:20:9,14.0,43.6
15/10/2016,6:20:15,14.0,43.6
15/10/2016,6:20:21,13.8,43.8
15/10/2016,6:20:27,13.6,44.0
15/10/2016,6:20:38,13.6,44.0
15/10/2016,6:20:43,13.4,43.8
15/10/2016,6:20:49,13.2,43.6
15/10/2016,6:20:55,13.4,43.4
15/10/2016,6:21:0,13.4,43.2
15/10/2016,6:21:9,13.4,43.2
15/10/2016,6:21:14,13.4,43.4
15/10/2016,6:21:20,13.6,43.4
15/10/2016,6:21:26,13.6,43.6
15/10/2016,6:21:34,13.8,43.8
15/10/2016,6:21:40,13.6,43.8
15/10/2016,6:21:46,13.6,43.6
15/10/2016,6:21:52,13.4,43.8
15/10/2016,6:21:57,13.4,43.8
15/10/2016,6:22:3,13.2,43.6
15/10/2016,6:22:9,13.4,43.6
15/10/2016,6:22:14,13.4,43.6
15/10/2016,6:22:20,13.6,43.4
15/10/2016,6:22:26,13.4,43.4
15/10/2016,6:22:37,13.6,43.6
15/10/2016,6:22:43,13.4,43.4
15/10/2016,6:22:48,13.4,43.4
15/10/2016,6:22:54,13.4,43.6
15/10/2016,6:23:0,13.6,43.8
15/10/2016,6:23:11,13.4,43.8
15/10/2016,6:23:16,13.4,43.8
15/10/2016,6:23:22,13.6,43.8
15/10/2016,6:23:28,13.6,43.8
15/10/2016,6:23:33,13.6,43.6
15/10/2016,6:23:39,13.8,43.6
15/10/2016,6:23:45,14.0,43.6
15/10/2016,6:23:51,14.0,43.8
15/10/2016,6:23:56,14.0,43.8
15/10/2016,6:24:2,14.0,43.8
15/10/2016,6:24:8,14.0,43.8
15/10/2016,6:24:14,14.0,43.8
15/10/2016,6:24:19,14.0,43.8
15/10/2016,6:24:25,13.8,43.8
15/10/2016,6:24:31,13.6,43.8
15/10/2016,6:24:42,13.4,43.8
15/10/2016,6:24:47,13.2,43.8
15/10/2016,6:25:1,13.0,43.8
15/10/2016,6:25:7,13.0,43.4
15/10/2016,6:25:15,13.2,43.2
15/10/2016,6:25:21,13.4,43.0
15/10/2016,6:25:26,13.6,43.0
15/10/2016,6:25:32,13.8,43.0
15/10/2016,6:25:38,14.0,43.2
15/10/2016,6:25:43,14.0,43.4
15/10/2016,6:25:49,13.8,43.6
15/10/2016,6:25:57,13.8,43.8
15/10/2016,6:26:6,13.8,43.8
15/10/2016,6:26:12,13.8,43.8
15/10/2016,6:26:20,13.8,43.6
15/10/2016,6:26:26,14.0,43.6
15/10/2016,6:26:31,14.0,43.4
15/10/2016,6:26:37,14.0,43.4
15/10/2016,6:26:43,14.0,43.6
15/10/2016,6:26:48,14.0,43.8
15/10/2016,6:26:57,14.0,43.8
15/10/2016,6:27:3,14.0,43.8
15/10/2016,6:27:11,14.0,43.6
15/10/2016,6:27:19,14.0,43.6
15/10/2016,6:27:25,14.0,43.4
15/10/2016,6:27:36,14.0,43.2
15/10/2016,6:27:44,14.0,43.2
15/10/2016,6:27:50,13.8,43.2
15/10/2016,6:27:55,13.8,43.4
15/10/2016,6:28:1,13.8,43.6
15/10/2016,6:28:7,13.8,43.8
15/10/2016,6:28:13,13.8,44.2
15/10/2016,6:28:18,14.0,44.2
15/10/2016,6:28:24,14.0,44.0
15/10/2016,6:28:30,14.0,44.0
15/10/2016,6:28:36,13.8,44.2
15/10/2016,6:28:41,13.8,44.0
15/10/2016,6:28:50,13.6,44.4
15/10/2016,6:28:55,13.6,44.2
15/10/2016,6:29:1,13.6,44.0
15/10/2016,6:29:7,13.8,44.0
15/10/2016,6:29:13,13.8,44.0
15/10/2016,6:29:18,14.0,43.6
15/10/2016,6:29:24,14.0,43.8
15/10/2016,6:29:30,14.0,44.0
15/10/2016,6:29:35,14.0,43.6
15/10/2016,6:29:41,14.0,43.4
15/10/2016,6:29:47,13.8,43.8
15/10/2016,6:29:53,13.6,43.8
15/10/2016,6:29:58,13.4,43.8
15/10/2016,6:30:4,13.2,43.8
15/10/2016,6:30:10,13.0,43.8
15/10/2016,6:30:16,13.0,43.6
15/10/2016,6:30:21,13.2,43.6
15/10/2016,6:30:30,13.2,43.6
15/10/2016,6:30:35,13.4,43.8
15/10/2016,6:30:41,13.4,43.8
15/10/2016,6:30:47,13.4,43.8
15/10/2016,6:30:53,13.4,43.8
15/10/2016,6:30:58,13.4,43.8
15/10/2016,6:31:4,13.2,43.8
15/10/2016,6:31:10,13.2,44.2
15/10/2016,6:31:16,13.2,44.2
15/10/2016,6:31:21,13.0,44.0
15/10/2016,6:31:27,13.0,44.0
15/10/2016,6:31:33,13.0,44.0
15/10/2016,6:31:41,13.2,43.8
15/10/2016,6:31:47,13.2,43.8
15/10/2016,6:31:53,13.4,43.8
15/10/2016,6:31:58,13.4,43.8
15/10/2016,6:32:7,13.4,43.8
15/10/2016,6:32:15,13.2,43.8
15/10/2016,6:32:21,13.2,43.8
15/10/2016,6:32:26,13.0,43.8
15/10/2016,6:32:32,13.2,43.8
15/10/2016,6:32:38,13.2,43.8
15/10/2016,6:32:44,13.2,43.8
15/10/2016,6:32:49,13.2,43.8
15/10/2016,6:32:55,13.4,44.0
15/10/2016,6:33:1,13.4,43.8
15/10/2016,6:33:9,13.4,43.6
15/10/2016,6:33:15,13.6,43.4
15/10/2016,6:33:21,13.8,43.4
15/10/2016,6:33:26,13.8,43.4
15/10/2016,6:33:32,13.8,43.6
15/10/2016,6:33:38,14.0,43.8
15/10/2016,6:33:49,14.0,43.8
15/10/2016,6:33:57,14.0,43.6
15/10/2016,6:34:5,14.0,43.6
15/10/2016,6:34:11,14.0,43.4
15/10/2016,6:34:17,14.0,43.2
15/10/2016,6:34:22,14.0,43.4
15/10/2016,6:34:28,14.0,43.6
15/10/2016,6:34:34,14.0,43.6
15/10/2016,6:34:40,14.0,44.0
15/10/2016,6:34:48,14.0,44.2
15/10/2016,6:34:56,14.0,44.0
15/10/2016,6:35:4,14.0,43.8
15/10/2016,6:35:10,14.0,43.8
15/10/2016,6:35:16,14.0,43.6
15/10/2016,6:35:24,14.0,43.6
15/10/2016,6:35:30,14.0,43.6
15/10/2016,6:35:36,14.0,43.6
15/10/2016,6:35:41,14.0,43.6
15/10/2016,6:35:47,14.0,43.6
15/10/2016,6:35:53,14.0,43.4
15/10/2016,6:35:59,14.0,43.6
15/10/2016,6:36:4,14.0,43.8
15/10/2016,6:36:10,14.0,43.8
15/10/2016,6:36:16,14.0,43.8
15/10/2016,6:36:21,14.0,44.0
15/10/2016,6:36:27,14.0,44.0
15/10/2016,6:36:33,14.0,43.8
15/10/2016,6:36:39,14.0,43.8
15/10/2016,6:36:44,14.0,43.8
15/10/2016,6:36:53,14.0,43.8
15/10/2016,6:36:58,13.8,43.8
15/10/2016,6:37:4,13.8,43.8
15/10/2016,6:37:10,13.6,43.6
15/10/2016,6:37:16,13.4,43.6
15/10/2016,6:37:21,13.4,43.6
15/10/2016,6:37:27,13.6,43.6
15/10/2016,6:37:33,13.4,43.8
15/10/2016,6:37:39,13.6,44.0
15/10/2016,6:37:47,13.8,44.0
